name,apt_rating,apt_contact,apt_image,cond_bed,cond_bath,cond_rent,cond_amen,name,addr_pin,addr_longi,addr_lati
HERE Apartments_4b4b,5,(217) 764-8138,https://image2.apartmentfinder.com/i2/zJ3O-npzbv-ELxifTAvTP2WOts1kLztL6ZGaZpQLRiM/117/here-apartments-champaign-il-kitchen.jpg,4,4,839,"*GUS Modern Furniture, 24/7 Valet Parking Garage, 32"" TVs in BR - Penthouse Levels, 50"" Flat Screen TVs, 50"" SMART TVs in LR- Penthouse Levels, 50"" TVs - Living Space of Every Unit, Bike Storage, BOWLING ALLEY, Club and Game Room, Euro-Style Cabinetry, Extended Cable Pkg - Incl: HBO, Big 10, Fitness Center with Cardio, Weight and Crossfit Training Equipment, Glass Shower, Glass Shower/Tub Doors, Golf Simulator, Granite Countertops, Gus* Modern Furniture, Hardwood Style Floors, Hardwood-Style Floors, Independent Study Rooms, Individual Leases, In-Unit Washer/Dryers, Modern, Designer Plumbing and Lighting Fixtures, Movie Theater, Onsite Management, Oversize Hot Tub & Sauna, Secure Electronic Fob Access, Social Cafe- Coffee Lounge, Stainless Steel Appliances, State-of-the-Art Fitness Center, Study Lounge and Individual Study Rooms, Tanning Beds - Stand-up & Laydown, Tiled Shower Walls and Bathroom Floors, Tiled Shower Walls/Floor, Walk to Class: 87/100 Walkscore, Package Service, Community Wi-Fi Available, Controlled Access, On-Site Maintenance, On-Site Property Manager, Security System, Concierge, Courtesy Patrol, Video Patrol, Available 24/7, Furnished Apartments, ATM Banking, Recycling Program, Renters Insurance Program, Online Services, LEED Certification, Energy Star Certified, Social Events, Secured Parking Area, Elevator, Business Center, Clubhouse, Lounge, Flex Space, Trash Chutes, Café, Meeting Center, Executive Housing, Tanning Salon, Rooftop Access, Sundeck, Courtyard, BBQ Grill, Picnic Area, Fitness Center, Fitness Plans, Workout Center, Cardio Machines, Free Weight Equipment, Weightlifting Equipment, Sauna, Bicycle Storage, Putting Greens, Gaming Areas, Theater/Media Center, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Bathtub/Shower, Intercom System, Sprinkler System, Wheelchair Accessible, Dishwasher, Garbage Disposal, Ice Machine, Granite Counters, Stainless Steel Appliances, Kitchen with Island, Kitchen, Microwave, Oven, Stove, Refrigerator, Freezer, Wood Flooring, Ceramic Tile Flooring, Recreation Room, Vaulted Ceiling, Room with Views, Linen Closet, Loft-Style Apartment, Energy-Efficient Windows, Window Coverings, Accent Walls, BBQ Area, Outdoor Grill",HERE Apartments_4b4b,"308 E Green St, Champaign, IL 61820",40.11044,-88.23386
Douglass Square Apartments_1b1b,5,(844) 709-1011,https://image1.apartmentfinder.com/i2/TtNmtjyJTN2ZO8oR793YQnBMu3U5H9oW9b9NNlS0JMw/117/douglass-square-apartments-champaign-il-primary-photo.jpg,1,1,590,"Self-Service Laundry, On-Site Property Manager, Clubhouse, Playground, A/C, Heating, Dishwasher, Kitchen, Oven, Carpeting",Douglass Square Apartments_1b1b,"414 Nathaniel Burch Dr, Champaign, IL 61820",40.12818,-88.23254
808 S Oak St_4b2b,3,(217) 903-4509,https://image3.apartmentfinder.com/i2/Kn1HymaGsiNOGsPk-ecmQQgfZlutZx0_IplGCFD1S7c/117/808-s-oak-st-champaign-il-primary-photo.jpg,4,2,0,,808 S Oak St_4b2b,"808 S Oak St, Champaign, IL 61820",40.10851,-88.24115
205 S 6th St_4b2b,4,(217) 903-4397,https://image4.apartmentfinder.com/i2/zmALRcIdsEzXzVIf9P7xV-CznYVgHGwBxI67bwJLzxI/117/205-s-6th-st-champaign-il-primary-photo.jpg,4,2,0,,205 S 6th St_4b2b,"205 S 6th St, Champaign, IL 61820",40.11473,-88.23064
Midway_3b1b,5,(217) 689-2473,https://image3.apartmentfinder.com/i2/Dryxz2HBF51CQP7c3hONYhAs4pq0KB4zRHFh9LYsPdg/117/midway-champaign-il-building-photo.jpg,3,1,1980,"High Speed Internet, Washer/Dryer, A/C, Heating, Granite Counters, Stainless Steel Appliances, Oven, Refrigerator",Midway_3b1b,"901 S 4th St, Champaign, IL 61820",40.10773,-88.23376
Illini Manor_1b1b,4,(844) 286-9002,https://image1.apartmentfinder.com/i2/LDuWet5mfEv1YiQ5JmUJX_ps1AhzQhgCnP2hc--7V9U/117/illini-manor-champaign-il-primary-photo.jpg,1,1,1445,"Self-Service Laundry, Furnished Apartments, Recycling Program, BBQ Grill, Wi-Fi, A/C, Granite Counters, Carpeting",Illini Manor_1b1b,"401 E Chalmers St, Champaign, IL 61820",40.10663,-88.23306
107 E Springfield Ave_4b2b,3,(844) 870-9976,https://image2.apartmentfinder.com/i2/QJNWit_Tzlo0NFmNkxzF58VHcDayRbjtHbZU6gzyeWU/117/107-e-springfield-ave-champaign-il-primary-photo.jpg,4,2,2995,"Self-Service Laundry, Fitness Center, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Balcony",107 E Springfield Ave_4b2b,"107 E Springfield Ave, Champaign, IL 61820",40.11233,-88.23777
408 E Healey St_4b2b,4,(844) 872-7490,https://image2.apartmentfinder.com/i2/7fqIny-QzjhGttWuvpphyCGsiKi59EjbVMYPQGXW9-k/117/408-e-healey-st-champaign-il-primary-photo.jpg,4,2,2995,"Elevator, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Kitchen, Microwave, Stove, Balcony, Patio",408 E Healey St_4b2b,"408 E Healey St, Champaign, IL 61820",40.11165,-88.2331
Skylight Court_3b2b,4,(217) 305-7713,https://image1.apartmentfinder.com/i2/7DXK6jhUtSp3Et9-xvC3tGJbw70xM3KI_hLAJ9geXco/117/skylight-court-champaign-il-primary-photo.jpg,3,2,9000,"24-Hour Emergency Maintenance, Central A/C, Intercoms, Stainless Steel Appliances, On-Site Maintenance, Elevator, High Speed Internet, Washer/Dryer, A/C, Ceiling Fans, Intercom System, Dishwasher, Microwave, Wood Flooring, Window Coverings, Balcony",Skylight Court_3b2b,"410 E Green St, Champaign, IL 61820",40.11063,-88.23232
309 Green_4b2b,5,(844) 507-1303,https://image2.apartmentfinder.com/i2/h4-nqcQRHLapU_6GCmgM0Zi4Zs_U4PPM1tuJclcwB0s/117/309-green-champaign-il-primary-photo.jpg,4,2,1445,"Community Wi-Fi Available, Controlled Access, On-Site Property Manager, Door Attendant, Courtesy Patrol, Furnished Apartments, Elevator, Clubhouse, Fitness Center, Spa, Swimming Pool, Bicycle Storage, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Wired for Cable, Wheelchair Accessible, Dishwasher, Garbage Disposal, Ice Machine, Granite Counters, Stainless Steel Appliances, Dine-In Kitchen, Kitchen, Microwave, Refrigerator, Wood Flooring, Balcony",309 Green_4b2b,"309 E Green St, Champaign, IL 61820",40.10997,-88.23433
Park Place Tower_4b2.5b,4,(217) 305-7532,https://image4.apartmentfinder.com/i2/1khdQT20lEQ5YGPCwyEmqSnRisFwAn65AkxWLUSjItI/117/park-place-tower-champaign-il-primary-photo.jpg,4,2.5,1445,"Beautiful Furnishings, Ceramice top stoves and designer counterrops, Custom Bath, Expansive Windows, Jacuzzi tub, Controlled Access, On-Site Property Manager, Security System, Video Patrol, Available 24/7, Recycling Program, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Sprinkler System, Dishwasher, Garbage Disposal, Granite Counters, Kitchen, Microwave, Stove, Refrigerator, Balcony",Park Place Tower_4b2.5b,"202 E Green St, Champaign, IL 61820",40.11074,-88.23666
1107 S 2nd St_4b2b,3,(217) 305-7707,https://image4.apartmentfinder.com/i2/dK3zsRhmcSvGH0yjIrXW6q3xxPqLlvGJXNfs-pcNDsY/117/1107-s-2nd-st-champaign-il-primary-photo.jpg,4,2,1445,"24-Hour Emergency Maintenance, Central A/C and Heat, Ceramic Cooktop Stoves, Designer Countertops, Intercoms, Microhood, On-Site Maintenance, High Speed Internet, A/C, Heating, Intercom System, Dishwasher, Microwave, Oven, Stove, Window Coverings",1107 S 2nd St_4b2b,"1107 S 2nd St, Champaign, IL 61820",40.10459,-88.23785
316 Cedar_2b1b,3,(217) 305-7078,https://image1.apartmentfinder.com/i2/8U3oFEqBu4cFY6p0KViIHJGdX8YWg96nBOfIAKf3GeE/117/316-cedar-champaign-il-primary-photo.jpg,2,1,1445,"Self-Service Laundry, A/C",316 Cedar_2b1b,"316 Cedar St, Champaign, IL 61820",40.0992,-88.2484
503 E Springfield_2b2b,4,(217) 305-7712,https://image4.apartmentfinder.com/i2/vwtjH49ShvdDCeBJcK3aXPp6Jsk9_4LpQ86_CQdFQZg/117/503-e-springfield-champaign-il-primary-photo.jpg,2,2,1445,"Washer/Dryer, A/C, Dishwasher, Garbage Disposal",503 E Springfield_2b2b,"503 W Springfield Ave, Champaign, IL 61820",40.1124,-88.25058
202 E Chalmers St_4b3b,4,(844) 811-3182,https://image3.apartmentfinder.com/i2/yVsjUVbHMwR5IWaB8_Bd6vX2iy-ekOAHuvJsQXcBJVc/117/202-e-chalmers-st-champaign-il-primary-photo.jpg,4,3,1980,"Self-Service Laundry, Available 24/7, Furnished Apartments, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Bay Window, Balcony, Patio",202 E Chalmers St_4b3b,"202 E Chalmers St, Champaign, IL 61820",40.10701,-88.23683
Armory Place_4b2b,4,(844) 890-8285,https://image1.apartmentfinder.com/i2/ENBS0fMteuY6qnDGApvvKUiJASVBaAx-xAmNxXkDMPg/117/armory-place-champaign-il-primary-photo.jpg,4,2,2995,"Self-Service Laundry, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Bay Window, Balcony",Armory Place_4b2b,"52 E Armory Ave, Champaign, IL 61820",40.1059,-88.23979
57 E Chalmers St_4b2b,0,(844) 852-0380,https://image2.apartmentfinder.com/i2/r9ZRkOmZFkAIykvHrUj23kPPT1c_ee3ihkewf21APs4/117/57-e-chalmers-st-champaign-il-primary-photo.jpg,4,2,2995,"Self-Service Laundry, A/C, Dishwasher, Microwave, Balcony, Patio",57 E Chalmers St_4b2b,"57 E Chalmers St, Champaign, IL 61820",40.10607,-88.23947
213 W Green St_2b2b,5,(217) 305-4534,https://image3.apartmentfinder.com/i2/3E3WWCQPwQ5-5ODmrAmDwRRGPgGAWUZmXAmVd2ceE6w/117/213-w-green-st-champaign-il-primary-photo.jpg,2,2,1445,"High Speed Internet, Washer/Dryer, Bathtub/Shower, Stainless Steel Appliances, Balcony",213 W Green St_2b2b,"213 W Green St, Champaign, IL 61820",40.10994,-88.24655
903-909 S Locust St_4b2b,0,(844) 852-0383,https://image2.apartmentfinder.com/i2/KsG_Q3Eli2G_bEi2YU7Zc-uPqg2d5LwwB2U7ItEqOiQ/117/903-909-s-locust-st-champaign-il-primary-photo.jpg,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave, Balcony, Patio",903-909 S Locust St_4b2b,"903-909 S Locust St, Champaign, IL 61820",40.10754,-88.24067
UIUC Campustown - 309 Daniel_4b1b,4,(844) 259-2415,https://image3.apartmentfinder.com/i2/nKn1cTlPF07eZT5yaDQNptgJKjk3Pkouzo8T_8Ad4rU/117/uiuc-campustown---309-daniel-champaign-il-primary-photo.jpg,4,1,1445,"Heating, Bathtub/Shower, Kitchen, Oven, Stove",UIUC Campustown - 309 Daniel_4b1b,"309-311 E Daniel St, Champaign, IL 61820",40.1077,-88.23425
505 E Healey St_5b2b,4,(217) 305-7372,https://image2.apartmentfinder.com/i2/2ZDQ7EayFxyU5KMjk8WaOKK2JxRySzlssLAGUStTweI/117/505-e-healey-st-champaign-il-primary-photo.jpg,5,2,1445,"Controlled Access, Washer/Dryer",505 E Healey St_5b2b,"505 E Healey St, Champaign, IL 61820",40.11115,-88.23138
Green Street Towers_4b4b,4,(217) 305-7106,https://image4.apartmentfinder.com/i2/favvK04xTLm3X0OXpH3BhW-Y9hXecdQSDTOKT15MX3s/117/green-street-towers-champaign-il-primary-photo.jpg,4,4,1445,"Security System, Furnished Apartments, Recycling Program, Elevator, Lounge, Courtyard, Fitness Center, High Speed Internet, Washer/Dryer, A/C, Bathtub/Shower, Dishwasher, Garbage Disposal, Ice Machine, Granite Counters, Kitchen, Microwave, Oven, Refrigerator, Carpeting, Ceramic Tile Flooring, Balcony, Patio",Green Street Towers_4b4b,"616 E Green St, Champaign, IL 61820",40.11048,-88.22954
507 E Clark St_1b1b,4,(217) 305-7088,https://image1.apartmentfinder.com/i2/zHworusZ6NlJ0_gaE0i7vW9HJT9-rEUzFpe74gRrUaQ/117/507-e-clark-st-champaign-il-primary-photo.jpg,1,1,1445,,507 E Clark St_1b1b,"507 E Clark St, Champaign, IL 61820",40.11518,-88.23115
408 E Stoughton St_2b1b,3,(217) 305-7077,https://image4.apartmentfinder.com/i2/P2TRQbXl5o5-wFfBJIzld5ZrEQ18svea5P3PhBzyexY/117/408-e-stoughton-st-champaign-il-primary-photo.jpg,2,1,1980,,408 E Stoughton St_2b1b,"408 E Stoughton St, Champaign, IL 61820",40.11373,-88.23261
201 E Healey St_4b2b,4,No Information,https://image4.apartmentfinder.com/i2/dYWEyKXaMg6NgLm_W4NrSR1kO3wzZ2lgFMfHB7BLAdw/117/201-e-healey-st-champaign-il-primary-photo.jpg,4,2,1445,,201 E Healey St_4b2b,"201 E Healey St, Champaign, IL 61820",40.1112,-88.23681
312 W Washington St_2b1b,4,No Information,https://image2.apartmentfinder.com/i2/CqcWJxII0unbixmUu60AOpQ4sLB_lBqbiCuuZb8tnKM/117/312-w-washington-st-champaign-il-primary-photo.jpg,2,1,1980,,312 W Washington St_2b1b,"312 W Washington St, Champaign, IL 61820",40.12047,-88.24825
Chalmers Manor_2b1b,4,(217) 305-7744,https://image1.apartmentfinder.com/i2/hxJmK49Ri7B9f3WWYwVyMVle8KU2uMH_n1Hr78Y8Dwk/117/chalmers-manor-champaign-il-primary-photo.jpg,2,1,1980,Washer/Dryer,Chalmers Manor_2b1b,"105 E Chalmers St, Champaign, IL 61820",40.10628,-88.23797
314 E White St_3b2b,5,(217) 305-7726,https://image4.apartmentfinder.com/i2/OnqGpqYmCOwxVHhVr8-1ySCjG8f_8RGW6ZJwaOdhcNY/117/314-e-white-st-champaign-il-tadeniran-researcher.jpg,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony",314 E White St_3b2b,"314 E White St, Champaign, IL 61820",40.11465,-88.23375
Park Place_2b2b,4,(844) 817-1835,https://image3.apartmentfinder.com/i2/GfSySSIgRU7KUe_unPT3ajxrrDAhnZKQSiMxAhpb2JY/117/park-place-champaign-il-tuscany-park.jpg,2,2,0,"Curbside Trash Pickup, Gated, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Alarm System, Wheelchair Accessible, Dishwasher, Garbage Disposal, Balcony, Patio",Park Place_2b2b,"1117 Plymouth Dr, Champaign, IL 61821",40.08454,-88.26454
Loft 59_4b2.5b,4,(844) 835-0610,https://image2.apartmentfinder.com/i2/PIWgbC1AR_pBpPQmprNuLN_5l0G0chbB8Enou_1R4AA/117/loft-59-champaign-il-primary-photo.jpg,4,2.5,1445,"Washer/Dryer, A/C, Wheelchair Accessible, Dishwasher, Garbage Disposal, Microwave, Balcony",Loft 59_4b2.5b,"59 E John St, Champaign, IL 61820",40.10879,-88.23919
204 S Fifth_3b2b,5,(844) 438-6693,https://image3.apartmentfinder.com/i2/uhjHaRTLSVvJBeCriINWjn4tP6UF9hm0JEbSgR0JorQ/117/204-s-fifth-champaign-il-204-s-5th-st.jpg,3,2,1445,"Controlled Access, Elevator, High Speed Internet, Wi-Fi, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Oven, Stove, Refrigerator, Ceramic Tile Flooring, Balcony",204 S Fifth_3b2b,"204 S 5th St, Champaign, IL 61820",40.11512,-88.23187
1103 Euclid St_5b2b,4,(844) 684-4280,https://image3.apartmentfinder.com/i2/LbEC8JR5IP61bI7OVoEDoii9pFHK1IvW2XdxXnycIW0/117/1103-euclid-st-champaign-il-1103-euclid-street.jpg,5,2,9000,"Self-Service Laundry, Washer/Dryer, Heating, Kitchen, Oven, Refrigerator",1103 Euclid St_5b2b,"1103 Euclid St, Champaign, IL 61820",40.10484,-88.23489
107 E Healey St_1b1b,4,(844) 811-3184,https://image3.apartmentfinder.com/i2/9rq77xb3LQ1FszcTMB7ISv-S1AQrxAae9NjsVF_8rqI/117/107-e-healey-st-champaign-il-primary-photo.jpg,1,1,1445,"Self-Service Laundry, Available 24/7, High Speed Internet, A/C, Heating, Smoke Free, Wired for Cable, Microwave, Oven, Refrigerator",107 E Healey St_1b1b,"107 E Healey St, Champaign, IL 61820",40.11118,-88.23776
105 S Wright St_4b2b,4,(844) 811-3189,https://image2.apartmentfinder.com/i2/ACG2B8ij8ATxYDy2M96s_mlHzMZEP7wjkRO2r0S7P2g/117/105-s-wright-st-champaign-il-primary-photo.jpg,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony",105 S Wright St_4b2b,"105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
105 E John St_2b1b,4,(217) 305-7081,https://image4.apartmentfinder.com/i2/fSc9WlJkP-nRXVPO4J2Yrq4dheBzo2UH3_VQiPeV1hs/117/105-e-john-st-champaign-il-primary-photo.jpg,2,1,1445,,105 E John St_2b1b,"105 E John St, Champaign, IL 61820",40.10871,-88.23797
Country Brook Apartments_3b2.5b,4,(844) 286-1296,https://image2.apartmentfinder.com/i2/u8lBBuVVYMrVjrywi5sTQJBelwgV1EFU9tALylIZljE/117/country-brook-apartments-champaign-il-primary-photo.jpg,3,2.5,0,"A/C, Heating, Wheelchair Accessible, Kitchen",Country Brook Apartments_3b2.5b,"2502 W Springfield Ave, Champaign, IL 61821",40.11365,-88.28775
202 E John St_6b2b,3,(844) 740-1865,https://image2.apartmentfinder.com/i2/v0qy7r2C1eOMM0tVfmXr3DiUuhHDIt5a1EBLqZ0sYTs/117/202-e-john-st-champaign-il-primary-photo.jpg,6,2,2995,,202 E John St_6b2b,"202 E John St, Champaign, IL 61820",40.10937,-88.23669
The Avenue Court_1b1b,4,(844) 870-9975,https://image4.apartmentfinder.com/i2/h1ZGIizcHiUO5HqlEo7AeHquUXZbSgSEZ96g1eQ8ZmU/117/the-avenue-court-champaign-il-primary-photo.jpg,1,1,1445,"Washer/Dryer, A/C, Heating, Ceiling Fans, Dishwasher, Garbage Disposal, Kitchen",The Avenue Court_1b1b,"407 E University Ave, Champaign, IL 61820",40.11615,-88.23247
408 Springfield_4b2b,4,(844) 286-8195,https://image3.apartmentfinder.com/i2/4sSorMGKDVGuAuOZKWdf1vrkZdqTJ9l1CVsVvnRpFWU/117/408-springfield-champaign-il-primary-photo.jpg,4,2,2995,"High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Microwave, Balcony",408 Springfield_4b2b,"408 E Springfield Ave, Champaign, IL 61820",40.11287,-88.2329
The Quarters_2b1b,5,(844) 740-8836,https://image2.apartmentfinder.com/i2/2EcseY429zTvUWQMLBW4N15JtwSJzCL4L6ACvOJnMnU/117/the-quarters-champaign-il-primary-photo.jpg,2,1,1445,"Controlled Access, Elevator, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Wheelchair Accessible, Dishwasher, Kitchen",The Quarters_2b1b,"7 E Columbia Ave, Champaign, IL 61820",40.12092,-88.24279
54 E John St_5b1b,3,(844) 348-9194,https://image1.apartmentfinder.com/i2/7fiVWAi6DvYPLTbAbsjdSzZposTRTKyeR2HYXf25rv8/117/54-e-john-st-champaign-il-primary-photo.jpg,5,1,2995,,54 E John St_5b1b,"54 E John St, Champaign, IL 61820",40.10918,-88.23947
Green Street Apartments_2b1b,4,No Information,https://image1.apartmentfinder.com/i2/TbK7JIL8ga2gAnuAXZhAQYRR0OHuDj18DAYBUDeR6VU/117/green-street-apartments-champaign-il-primary-photo.jpg,2,1,1445,,Green Street Apartments_2b1b,"506-508 W Green St, Champaign, IL 61820",40.1104,-88.25102
Inman Place_2b1b,4,(844) 486-0314,https://image2.apartmentfinder.com/i2/dg_NoGE4gDeN3cF_gd2q5vuvLZzNhZ2fwIc6xtAeUdE/117/inman-place-champaign-il-primary-photo.jpg,2,1,1980,"Self-Service Laundry, Available 24/7, Fitness Center",Inman Place_2b1b,"17 E University Ave, Champaign, IL 61820",40.11602,-88.24242
The Suites at Third_4b4b,5,(844) 316-2080,https://image1.apartmentfinder.com/i2/ZFY9HNAk4IeLkwATlQOwKgWS-3bDaMwF3XFFul8F4a8/117/the-suites-at-third-champaign-il-primary-photo.jpg,4,4,1980,"Controlled Access, On-Site Property Manager, Video Patrol, Furnished Apartments, Elevator, Business Center, Clubhouse, Flex Space, Courtyard, Fitness Center, Cardio Machines, Bicycle Storage, Washer/Dryer, Washer/Dryer Hookup, Heating, Ceiling Fans, Wired for Cable, Bathtub/Shower, Dishwasher, Garbage Disposal, Ice Machine, Kitchen, Microwave, Oven, Stove, Refrigerator, Wood Flooring, Walk-In Closets",The Suites at Third_4b4b,"302 E John St, Champaign, IL 61820",40.10938,-88.23611
203 S 4th St_4b3b,0,(217) 318-0106,https://image4.apartmentfinder.com/i2/T-xOPL4iM8aQXeDuArFVHelIVLB-eIqnaIpnF6ZBv1U/117/203-s-4th-st-champaign-il-primary-photo.jpg,4,3,2995,"Controlled Access, A/C, Ceiling Fans, Intercom System, Wheelchair Accessible, Dishwasher, Microwave",203 S 4th St_4b3b,"203 S 4th St, Champaign, IL 61820",40.11507,-88.23376
501 E University Ave_3b2b,5,(217) 305-4536,https://image4.apartmentfinder.com/i2/8d6e18Hc6I92FjpQ7BPFeJhAbjZVn0UzKPptn3qFxQo/117/501-e-university-ave-champaign-il-primary-photo.jpg,3,2,1445,"On-Site Shopping, Fitness Center, Washer/Dryer, Dishwasher, Granite Counters, Stainless Steel Appliances, Microwave",501 E University Ave_3b2b,"501 E University Ave, Champaign, IL 61820",40.11606,-88.23182
Providence at Sycamore Hills_3b2b,5,(844) 519-0611,https://image3.apartmentfinder.com/i2/t60HySfC6uupU-CSafrPp-YdkCn6D9ABt22GEGMAW04/117/providence-at-sycamore-hills-champaign-il-primary-photo.jpg,3,2,0,"Business Center, Clubhouse, Fitness Center, Washer/Dryer, A/C, Heating, Ceiling Fans, Bathtub/Shower, Dishwasher, Kitchen, Oven, Refrigerator, Carpeting, Dining Area, Walk-In Closets",Providence at Sycamore Hills_3b2b,"1301 N McKinley Ave, Champaign, IL 61821",40.12808,-88.26303
212 E White St_2b1b,4,(844) 835-3705,https://image2.apartmentfinder.com/i2/Mr_Z6cke0hjtN4bJgrpBDwqjF1GNNMmk_pHUWF0ETf8/117/212-e-white-st-champaign-il-primary-photo.jpg,2,1,1445,"Self-Service Laundry, Furnished Apartments, A/C, Microwave",212 E White St_2b1b,"212 E White St, Champaign, IL 61820",40.11467,-88.23565
608 E White St_3b1.5b,4,(844) 835-3704,https://image2.apartmentfinder.com/i2/_bXtHR-3chZsoExDoQSh6PTnmVacZ7NZKhR7N2HFg_s/117/608-e-white-st-champaign-il-primary-photo.jpg,3,1.5,1980,"Self-Service Laundry, A/C, Dishwasher, Microwave, Balcony, Patio",608 E White St_3b1.5b,"608 E White St, Champaign, IL 61820",40.11471,-88.22948
608 E Chalmers St_4b1b,2,(844) 848-5982,https://image4.apartmentfinder.com/i2/luFvslacTgUO90gFGZLmmj677VFAOSzLuSZpgbjp_AM/117/608-e-chalmers-st-champaign-il-primary-photo.jpg,4,1,1445,"Self-Service Laundry, Furnished Apartments, A/C, Dishwasher, Microwave, Bay Window, Balcony, Patio",608 E Chalmers St_4b1b,"608 E Chalmers St, Champaign, IL 61820",40.10715,-88.2296
404 E Clark St_3b1b,0,No Information,https://image2.apartmentfinder.com/i2/oW_Gv0nKGONUWGW7MLvQNA6LNC-KWcOjx7GfLhe_C6E/117/404-e-clark-st-champaign-il-primary-photo.jpg,3,1,2995,"Self-Service Laundry, A/C, Dishwasher, Kitchen, Microwave, Stove, Refrigerator, Balcony, Patio",404 E Clark St_3b1b,"404 E Clark St, Champaign, IL 61820",40.11564,-88.23304
505 South First_4b2b,5,(844) 517-4315,https://image2.apartmentfinder.com/i2/CJbp5KeCw6skpWXruoDVeB_bTLxrMhl42klfzN5Z3WQ/117/505-south-first-champaign-il-primary-photo.jpg,4,2,1980,"On-Site Maintenance, Washer/Dryer, A/C, Ceiling Fans, Dishwasher, Refrigerator",505 South First_4b2b,"505 S 1st St, Champaign, IL 61820",40.11179,-88.23893
103 E Chalmers St_4b2b,5,No Information,https://image4.apartmentfinder.com/i2/EHikO9P4qP97M33khW6knwq9oUwivL_WNDFUdYb5FrM/117/103-e-chalmers-st-champaign-il-primary-photo.jpg,4,2,1980,"Kitchen, Stove, Refrigerator",103 E Chalmers St_4b2b,"103 E Chalmers St, Champaign, IL 61820",40.1062,-88.23821
301 E Chalmers_4b2b,4,(844) 468-6535,https://image2.apartmentfinder.com/i2/QdvoUK87kIpvZMFxmB2DSTr5BHLGUcftRoA29nujs-E/117/301-e-chalmers-champaign-il-primary-photo.jpg,4,2,1445,"Washer/Dryer, A/C, Dishwasher, Kitchen, Microwave, Stove, Refrigerator, Balcony, Patio",301 E Chalmers_4b2b,"301 E Chalmers St, Champaign, IL 61820",40.10632,-88.23511
510 E White St_4b2b,3,(844) 834-4583,https://image3.apartmentfinder.com/i2/ENj4I7G5w5XQ50ezTkg8b3Po-rLbIR-afRySA2ffYeI/117/510-e-white-st-champaign-il-primary-photo.jpg,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave",510 E White St_4b2b,"510 E White St, Champaign, IL 61820",40.11469,-88.23092
312 E White St_3b2b,3,(844) 205-9321,https://image1.apartmentfinder.com/i2/bQrNjPCQJfwU1z3EHqzRTXrrEiafmxNZq6Rghg-CGU0/117/312-e-white-st-champaign-il-primary-photo.jpg,3,2,1980,"2 Blocks from UIUC Engineering Campus, 24 Hour Emergency Maintenance, Close to grocery shopping, Flat Screen TV, Granite Countertops, Modern Furniture package, Secure entry, Stainless Appliances, Elevator, Washer/Dryer",312 E White St_3b2b,"312 E White St, Champaign, IL 61820",40.11466,-88.234
308 E Armory Ave_4b2b,4,(844) 469-6461,https://image1.apartmentfinder.com/i2/bc9SKHVP14tqQEhkAQNQVy8Qv8B3uX3Puo8BjE_q2Ow/117/308-e-armory-ave-champaign-il-primary-photo.jpg,4,2,2995,"Self-Service Laundry, Curbside Trash Pickup, Recycling Program, High Speed Internet, Washer/Dryer, Heating, Smoke Free",308 E Armory Ave_4b2b,"308 E Armory Ave, Champaign, IL 61820",40.10567,-88.23433
Oakwood Trace_3b1.5b,4,(844) 369-7346,https://image1.apartmentfinder.com/i2/yfsAPG_3gfnDL4fLOk9-fowsX8h5rKKsPWkfGaSssJk/117/oakwood-trace-champaign-il-primary-photo.jpg,3,1.5,1445,"On-Site Maintenance, Curbside Trash Pickup, Front Door Trash Pickup, Clubhouse, Flex Space, Courtyard, Playground, High Speed Internet, Washer/Dryer Hookup, A/C, Smoke Free, Wired for Cable, Wheelchair Accessible, Dishwasher, Room with Views, Balcony, Patio",Oakwood Trace_3b1.5b,"1121 Red Oak Ct, Champaign, IL 61820",40.12634,-88.23484
